project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
alkemyTech_OT275-server,native+kex,,,,,,,,,no_jacoco_csv,maven_returncode=1
