project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
lyubenblagoev_postfix-rest-server,native+kex,48.87,14.12,224,531,429,1106,143,446,success,maven_returncode=0
