project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
codingspecialist_Springboot-JPA-Blog,evosuite,6.59,7.14,476,514,294,309,274,297,success,maven_returncode=0
