project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
raffoulRicardo_movimento-qa-2023,native,2.25,0.0,81,84,38,43,39,42,success,maven_returncode=0
