project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
aws-samples_apache-flink-near-online-data-enrichment-patterns,native,0.0,0.0,81,81,324,324,74,74,success,maven_returncode=0
