project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
sashinpivotal_spring-boot-tdd,native,71.49,40.62,17,37,8,61,3,21,success,maven_returncode=0
