project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
openapi-json-schema-tools_openapi-json-schema-generator,native,53.36,41.63,4189,6525,7371,15651,921,2078,success,maven_returncode=0
