id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
133,RaisaRS_java-filmorate,6,2,142,96,20,14,55,36,62,41,5,5,maven,true,open source,504,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,2,0,0,0
134,raviyasas_sample-room,7,0,219,0,22,0,87,0,93,0,17,0,maven,true,open source,202,6d36b3b614c2488f11fe5c6f99222bc2b9f1892f,improvement,11,6,1,0,0,0
135,raviyasas_sample-room,7,0,219,0,22,0,87,0,93,0,17,0,maven,true,open source,191,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,6,1,0,0,0
136,reactive-learning-io_spring-boot-reactive-webclient,4,1,138,88,13,8,60,39,59,37,6,4,maven,true,open source,462,3bb256676973b81a13371ab10def2d915e4d99c0,improvement,11,2,0,0,0,0
137,reactive-learning-io_spring-boot-reactive-webclient,4,1,138,88,13,8,60,39,59,37,6,4,maven,true,open source,391,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,0,0,0,0
138,rmondejar_spring-boot-junit5-example,6,6,181,106,23,24,74,39,76,38,8,5,maven,true,open source,549,5a8b41d252f128070046ed78da91b9626183391c,improvement,11,4,1,0,0,0
139,rmondejar_spring-boot-junit5-example,6,6,181,106,23,24,74,39,76,38,8,5,maven,true,open source,526,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,1,0,0,0
140,saiGou-14H_FaceSystem,19,12,514,363,47,37,209,150,215,148,43,28,maven,true,open source,1060,90bc976b14f2a4148e95308fe59d9502311ffe0e,improvement,11,2,0,4,0,0
141,saiGou-14H_FaceSystem,19,12,514,363,47,37,209,150,215,148,43,28,maven,true,open source,982,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,0,4,0,0
142,sashinpivotal_spring-boot-tdd,5,0,193,0,18,0,81,0,80,0,14,0,maven,true,open source,169,d232502be4ad6537e876298917865e1611abc57b,improvement,11,5,0,0,0,0
143,sashinpivotal_spring-boot-tdd,5,0,193,0,18,0,81,0,80,0,14,0,maven,true,open source,167,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,5,0,0,0,0
144,schauder_talk-beyond,5,2,98,58,10,6,44,28,39,22,5,2,maven,true,open source,578,d95ece4a850a08c5dd0e715a77374b4415ec805e,improvement,11,2,0,0,0,0
145,schauder_talk-beyond,5,2,98,58,10,6,44,28,39,22,5,2,maven,true,open source,487,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,0,0,0,0
146,SelimHorri_elastic-boot,4,1,218,7,19,0,101,5,86,2,12,0,maven,true,open source,171,f9c7b8f6ff6e147cbf8b3e16db7ecf99697ddb5e,improvement,11,4,0,0,0,0
147,SelimHorri_elastic-boot,4,1,218,7,19,0,101,5,86,2,12,0,maven,true,open source,139,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,0,0,0
148,SelimHorri_embedded-mongo-playing-with-spring-boot,5,4,182,50,18,10,74,15,77,22,13,3,maven,true,open source,351,07a8dadeabbe03e5bd165aef16480fdf0929324e,improvement,11,5,0,0,0,0
149,SelimHorri_embedded-mongo-playing-with-spring-boot,5,4,182,46,18,10,74,13,77,20,13,3,maven,true,open source,316,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,5,0,0,0,0
150,SelimHorri_hr-management-system,10,9,394,133,30,26,144,51,170,42,50,14,maven,true,open source,655,674b5dcf14ea2925b1451e37d7b6f945f724f613,improvement,11,8,1,0,0,0
151,SelimHorri_hr-management-system,10,9,394,133,30,26,144,51,170,42,50,14,maven,true,open source,645,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,8,1,0,0,0
152,simplyi_NewSpringAuthorizationServer,5,2,224,45,19,1,81,20,93,18,31,6,maven,true,open source,341,2f6ff02e0f0436660ecfb7d7c25276cbf2a35ef3,improvement,11,4,0,0,0,0
153,simplyi_NewSpringAuthorizationServer,5,2,224,45,19,1,81,20,93,18,31,6,maven,true,open source,311,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,0,0,0
154,smartup-tech_Time-Tracker,12,10,275,122,33,27,112,45,107,36,23,14,maven,true,open source,691,212b7a8118f70ac044210996e1a7fe27a8396735,improvement,11,8,0,0,0,0
155,smartup-tech_Time-Tracker,12,10,275,122,33,27,112,45,107,36,23,14,maven,true,open source,702,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,8,0,0,0,0
156,sofieneBK_Hands-on-ci-cd-for-springboot-apps,3,3,139,139,14,14,58,58,57,57,10,10,maven,true,open source,576,93ca91ee344b9e945c2cffc69eca10dd44dd8083,no improvement,11,0,0,0,0,0
157,sofieneBK_Hands-on-ci-cd-for-springboot-apps,3,3,139,139,14,14,58,58,57,57,10,10,maven,true,open source,482,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
158,souris-dev_samosac-jvm,2,0,2,0,0,0,0,0,1,0,1,0,maven,true,open source,214,bd30b0e2989bcabdcdd16cedeee48546b96efa9f,improvement,11,0,2,4,0,0
159,souris-dev_samosac-jvm,2,0,2,0,0,0,0,0,1,0,1,0,maven,true,open source,205,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,2,4,0,0
160,strategyengine_fsedistributionservice,18,15,486,443,43,39,218,197,185,169,40,38,maven,true,open source,1734,5030599b16c315bb41304cc627cbe2e3e1fef91f,improvement,11,1,1,0,0,0
161,strategyengine_fsedistributionservice,18,15,486,443,43,39,218,197,185,169,40,38,maven,true,open source,1361,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,0,0,0
162,supaldubey_blog-server,9,9,318,318,13,13,135,135,146,146,24,24,maven,true,open source,5060,7474143d706c0752109d60c6e0235c1191222325,no improvement,11,0,0,0,0,0
163,supaldubey_blog-server,12,12,339,339,13,13,143,143,159,159,24,24,maven,true,open source,6781,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
164,syqu22_spring-boot-shop-sample,13,4,466,74,40,3,193,28,182,26,51,17,maven,true,open source,568,7ce26d711e9fcff80bad07b6bfa7ba6fd2aac532,improvement,11,9,1,1,1,0
165,syqu22_spring-boot-shop-sample,13,4,466,74,40,3,193,28,182,26,51,17,maven,true,open source,464,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,9,1,1,1,0
166,SysObligatoriskOpgave22_BackendWebApp,7,6,214,196,21,21,79,76,98,86,16,13,maven,true,open source,852,cad8c28b043a203636c975b58557680a031f9aa6,improvement,11,0,2,1,0,0
167,SysObligatoriskOpgave22_BackendWebApp,7,6,214,196,21,21,79,76,98,86,16,13,maven,true,open source,774,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,2,1,0,0
168,szerhusenBC_jwt-spring-security-demo,8,8,349,349,20,20,99,99,180,180,50,50,maven,true,open source,1545,dcf718c67c0d403f78ee390c23715c3f5e6f5f4c,no improvement,11,0,0,0,0,0
169,szerhusenBC_jwt-spring-security-demo,8,8,349,349,20,20,99,99,180,180,50,50,maven,true,open source,1436,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
170,ValentinaBuddha_java-filmorate,5,3,149,126,20,17,61,51,62,52,6,6,maven,true,open source,570,63a64ad2aaff5c2208b632a528bb197c8b09b400,improvement,11,1,1,0,0,0
171,ValentinaBuddha_java-filmorate,5,3,149,126,20,17,61,51,62,52,6,6,maven,true,open source,498,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,0,0,0
172,Victor-Borisov_java-filmorate,6,1,176,7,23,0,71,5,76,2,6,0,maven,true,open source,151,8c54407c29330dee4a67d413aebfd9f37940f4f4,improvement,11,5,1,0,0,0
173,Victor-Borisov_java-filmorate,6,1,176,7,23,0,71,5,76,2,6,0,maven,true,open source,145,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,5,1,0,0,0
174,wdrammeh_utg-student-dashboard,2,2,98,42,8,4,58,24,29,13,3,1,maven,true,open source,632,4dc1e7c8bad4338943edc9a3eed04fed9f734b37,improvement,11,1,1,0,0,0
175,wdrammeh_utg-student-dashboard,2,2,98,42,8,4,58,24,29,13,3,1,maven,true,open source,507,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,0,0,0
176,WoMakersCode_bootcamp-java-starwars-restapi,8,7,213,145,18,19,88,56,86,57,21,13,maven,true,open source,489,b05ba82f49a53f437e8e527a19291075bdb1cd0f,improvement,11,3,1,0,0,0
177,WoMakersCode_bootcamp-java-starwars-restapi,8,7,213,145,18,19,88,56,86,57,21,13,maven,true,open source,430,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,1,0,0,0
178,xxuzhengg_eastmoney,5,5,215,211,20,20,88,88,88,84,19,19,maven,true,open source,1191,bc34744bd6b2cf8a6da69ce91bce2d2fb5190239,improvement,11,0,0,1,0,0
179,xxuzhengg_eastmoney,5,5,215,211,20,20,88,88,88,84,19,19,maven,true,open source,1123,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,0,1,0,0
180,yoandypv_todo-api,6,6,263,125,22,18,80,44,124,54,37,9,maven,true,open source,590,274053972ff59444f977a6d66555b7f0a8a0971f,improvement,11,4,1,0,0,0
181,yoandypv_todo-api,6,6,263,125,22,18,80,44,124,54,37,9,maven,true,open source,543,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,1,0,0,0
182,Youngerjesus_refactoring-2nd-edition,2,0,63,0,7,0,30,0,24,0,2,0,maven,true,open source,115,5723cbf93dbb11e95df73a40c27512c0948e0e8a,improvement,11,2,0,0,0,0
183,Youngerjesus_refactoring-2nd-edition,2,0,63,0,7,0,30,0,24,0,2,0,maven,true,open source,113,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,0,0,0,0
