id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
33,DevUpgrade-online_season-2,8,5,233,101,21,8,97,42,95,39,20,12,maven,true,open source,927,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,1,0,0
34,DevUpgrade-online_season-2,8,5,233,101,21,8,97,42,95,39,20,12,maven,true,open source,964,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,1,0,0
35,dr-mod_tidy-flappy-bird,1,1,13,2,0,0,3,0,7,2,3,0,maven,true,open source,125,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
36,dr-mod_tidy-flappy-bird,1,1,13,2,0,0,3,0,7,2,3,0,maven,true,open source,116,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
37,eBay_digital-signature-verification-ebay-api,7,4,123,95,14,10,54,42,49,37,6,6,maven,true,open source,487,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,1,0,0
38,eBay_digital-signature-verification-ebay-api,7,4,123,95,14,10,54,42,49,37,6,6,maven,true,open source,403,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,1,0,0
39,eh3rrera_graphql-java-spring-boot-example,13,11,536,390,53,45,204,144,226,167,53,34,maven,true,open source,2499,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,0,0,0
40,eh3rrera_graphql-java-spring-boot-example,13,11,536,390,53,45,204,144,226,167,53,34,maven,true,open source,2261,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,0,0,0
41,ErgunAhmet_DataJpaYt,5,5,171,171,18,18,69,69,70,70,14,14,maven,true,open source,905,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
42,ErgunAhmet_DataJpaYt,5,5,171,171,18,18,69,69,70,70,14,14,maven,true,open source,955,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
43,fatihhernn_spring-boot-ecommerce,4,4,173,173,17,17,73,73,72,72,11,11,maven,true,open source,1010,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
44,fatihhernn_spring-boot-ecommerce,4,4,173,173,17,17,73,73,72,72,11,11,maven,true,open source,1110,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
45,FENGYU-008_ERP,7,7,217,96,26,14,85,32,91,37,15,13,maven,true,open source,787,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,1,0,0
46,FENGYU-008_ERP,7,7,217,96,26,14,85,32,91,37,15,13,maven,true,open source,689,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,0,1,0,0
47,fireinrain_javbus-telegram-bot,8,3,33,14,3,3,16,7,14,4,0,0,maven,true,open source,930,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,5,2,0,0
48,fireinrain_javbus-telegram-bot,8,3,33,14,3,3,16,7,14,4,0,0,maven,true,open source,916,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,5,2,0,0
