id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata
100,ValentinaBuddha_java-filmorate,5,3,155,131,23,19,63,53,63,53,6,6,maven,true,open source,890,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,0,0,0
99,szerhusenBC_jwt-spring-security-demo,8,8,357,357,23,23,103,103,181,181,50,50,maven,true,open source,2317,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
102,wdrammeh_utg-student-dashboard,2,2,99,42,8,4,58,24,29,13,4,1,maven,true,open source,752,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,0,0,0
103,WoMakersCode_bootcamp-java-starwars-restapi,8,7,218,149,20,21,90,57,87,58,21,13,maven,true,open source,771,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,3,1,0,0,0
106,Youngerjesus_refactoring-2nd-edition,2,0,65,0,9,0,30,0,24,0,2,0,maven,true,open source,169,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,2,0,0,0,0
105,yoandypv_todo-api,6,6,268,129,24,20,82,45,125,55,37,9,maven,true,open source,842,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,4,1,0,0,0
104,xxuzhengg_eastmoney,5,5,221,210,23,23,90,86,89,82,19,19,maven,true,open source,1248,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,1,0,0,0
1,akhunovaa_customer-service,7,7,175,175,10,10,73,73,92,92,0,0,maven,true,open source,3304,0cf6b8893b70d26378ead9d7c03472a10f975f9c,no improvement,11,0,0,0,0,0
2,alkemyTech_OT275-server,12,11,363,276,33,29,130,115,164,115,36,17,maven,true,open source,2189,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,1,1,0,0,0
3,ashrawan_apache-poi-chart-sample,4,2,74,54,9,9,31,22,32,22,2,1,maven,true,open source,653,0cf6b8893b70d26378ead9d7c03472a10f975f9c,improvement,11,0,3,0,0,0
