id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool,Tests,Project Type,Execution Time (s),Artifacts,Improved,javaVersion,countMajor,countMinor,countPatch,countPrerelease,countBuildmetadata,Repo URL
42,dhatim_dropwizard-jwt-cookie-authentication,5,5,15,15,3,3,11,11,1,1,0,0,maven,False,open source,255,72f25ec139539d2a8fb330f7daad74e92cc9cb69,no improvement,11.0,0,0,0,0,0,https://github.com/dhatim/dropwizard-jwt-cookie-authentication
11,ngageoint_geopackage-core-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,134,83ba47617d086f0a3b44929cd08171864fbb468e,no improvement,11.0,0,0,0,0,0,https://github.com/ngageoint/geopackage-core-java
36,nlpub_watset-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,115,0769fa7ab3f7cbeef9e18f95c356fc1aeebadfcd,no improvement,11.0,0,0,0,0,0,https://github.com/nlpub/watset-java
77,pac4j_dropwizard-pac4j,5,5,11,11,2,2,6,6,3,3,0,0,maven,False,open source,398,dc120c4a059f1d0a35d48daaab1109a644ef6ed8,no improvement,11.0,0,0,0,0,0,https://github.com/pac4j/dropwizard-pac4j
92,phip1611_docx4j-search-and-replace-util,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,207,190d3739bff06050ecddb3b7acf13999a813b533,improvement,11.0,0,0,0,0,0,https://github.com/phip1611/docx4j-search-and-replace-util
93,wdrammeh_utg-student-dashboard,2,2,48,14,5,2,30,9,10,2,3,1,maven,False,open source,599,4dc1e7c8bad4338943edc9a3eed04fed9f734b37,improvement,11.0,0,0,0,0,0,https://github.com/wdrammeh/utg-student-dashboard
111,axel3rd_mpg-coach-bot,5,2,9,6,1,1,7,4,1,1,0,0,maven,False,open source,126,91edd92025745296d46c2f6b03b5718f25f6f5dd,improvement,11.0,0,3,0,0,0,https://github.com/axel3rd/mpg-coach-bot
118,s1ck_gdl,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,94,0728c05284753c81a8c9bc6e03e57012779c5ef2,no improvement,11.0,0,0,0,0,0,https://github.com/s1ck/gdl
170,PGSSoft_HttpClientMock,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,72,7d0a27d9dff9470f1937595b2a9a5b0258729cd5,no improvement,11.0,0,0,0,0,0,https://github.com/PGSSoft/HttpClientMock
180,slack-samples_bolt-java-starter-template,4,1,7,1,1,0,5,1,1,0,0,0,maven,False,open source,213,623b2fe8a7a78b4e0b94f6bd67ac99a706b71d08,improvement,11.0,0,0,0,0,0,https://github.com/slack-samples/bolt-java-starter-template
174,eh3rrera_graphql-java-spring-boot-example,13,10,429,292,39,33,178,119,177,122,35,18,maven,False,open source,1705,6e03098cd329a705ffd9e62211216034cee2ae4d,improvement,11.0,0,0,0,0,0,https://github.com/eh3rrera/graphql-java-spring-boot-example
184,StefanoPenazzi_chameleonQuant,4,3,17,4,1,1,7,1,7,2,2,0,maven,False,open source,120,30d3820247963c5dbfbaa98d38e5d31cf74c3845,improvement,11.0,1,1,0,0,0,https://github.com/StefanoPenazzi/chameleonQuant
187,nscuro_bradamsa-ng,3,0,3,0,0,0,1,0,2,0,0,0,maven,False,open source,104,fa92e5a8a3fd740482480585f781dbd2b6727cad,improvement,11.0,0,2,0,0,0,https://github.com/nscuro/bradamsa-ng
192,mipo256_properties-maven-plugin,7,2,10,2,1,0,6,1,3,1,0,0,maven,False,open source,404,2ab2e8ebc17f3b39eafdd09d6c05f51221b1af17,improvement,11.0,0,1,5,0,0,https://github.com/mipo256/properties-maven-plugin
239,stickfigure_hattery,2,0,5,0,2,0,3,0,0,0,0,0,maven,False,open source,197,2a13e192443e9d8fe7a4dcd4c027797c7c571365,improvement,11.0,0,0,0,0,0,https://github.com/stickfigure/hattery
257,ofpay_logback-mdc-ttl,4,0,6,0,2,0,2,0,2,0,0,0,maven,False,open source,100,fb4a2ed76612317cf97b2aa748b4371ad4428193,improvement,11.0,0,0,0,0,0,https://github.com/ofpay/logback-mdc-ttl
263,oswaldobapvicjr_performetrics,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,132,6508c067cd7c846fed00e1b07cf35ffbf5dcd03e,no improvement,11.0,0,0,0,0,0,https://github.com/oswaldobapvicjr/performetrics
269,omnifaces_omniutils,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,155,6d1220490deb8df55d3aa7dfeda939d590475acd,no improvement,11.0,0,0,0,0,0,https://github.com/omnifaces/omniutils
270,Pradyuman7_Algorithmics,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,99,8eac23b76fb4b7ca50396fa1b7af2f1f4c81a31b,no improvement,11.0,0,0,0,0,0,https://github.com/Pradyuman7/Algorithmics
280,arxila_atomichash,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,100,de96f49c07ee4310d449676bd4c02036f46ff74b,improvement,11.0,0,0,0,0,0,https://github.com/arxila/atomichash
318,ASSERT-KTH_deptrim,10,4,50,33,4,3,16,9,17,11,13,10,maven,False,open source,232,15dd1c97d2b3f7a0f27541d13657116fb4da6b63,improvement,11.0,0,0,0,0,0,https://github.com/ASSERT-KTH/deptrim
334,htmfilho_digger,10,9,241,240,22,22,93,93,105,104,21,21,maven,False,open source,2808,9c92a4ba13671d17566e58a5c5b3f68e27e61360,improvement,11.0,0,0,0,0,0,https://github.com/htmfilho/digger
352,arieslab_jnose-core,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,96,e701f4fbde6eebab9d6fedd60a1f779dbb43340d,no improvement,11.0,0,0,0,0,0,https://github.com/arieslab/jnose-core
353,nuriofernandez_ReflectedEventHandler,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,100,5ea98a6527cd8d94e68a728310554a628c535b03,no improvement,11.0,0,0,0,0,0,https://github.com/nuriofernandez/ReflectedEventHandler
349,alkemyTech_OT275-server,12,11,293,205,21,18,100,84,141,91,31,12,maven,False,open source,3283,9247f789a305c173dd47719067630781241504ae,improvement,11.0,0,0,0,0,0,https://github.com/alkemyTech/OT275-server
37,Nylle_JavaFixture,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,123,883f6f3e2899f9096af34da2040fc20c20def060,improvement,11.0,0,0,1,0,0,https://github.com/Nylle/JavaFixture
179,jckleiner_notion-backup,11,1,57,2,4,1,28,1,25,0,0,0,maven,False,open source,331,26bc0aa2d0c21a561d30540d7f81e304495534b8,improvement,11.0,3,7,0,0,0,https://github.com/jckleiner/notion-backup
186,loyispa_jgc_exporter,1,0,4,0,2,0,2,0,0,0,0,0,maven,False,open source,173,1106a3c53ecd1702d1587c7d1a862534167b48c6,improvement,11.0,0,0,1,0,0,https://github.com/loyispa/jgc_exporter
189,azam_ulidj,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,160,0ef67e21bbeea5c4516c6346b236a2ed3d0be4b6,no improvement,11.0,0,0,0,0,0,https://github.com/azam/ulidj
9,janlely_jparser,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,120,4699f5c62adf11c143eb5a1ba1fd10cc25328981,improvement,11.0,0,1,0,0,0,https://github.com/janlely/jparser
166,Project-Books_books-api,10,5,299,108,23,10,125,43,122,45,29,10,maven,False,open source,951,1634e7766c27a99c5a5594a6ba9c856ea0eebaf5,improvement,11.0,0,0,0,0,0,https://github.com/Project-Books/books-api
169,ngageoint_simple-features-geojson-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,158,f0c7b96acf2ffbcc892d85379e17803e17d080ff,no improvement,11.0,0,0,0,0,0,https://github.com/ngageoint/simple-features-geojson-java
172,spannm_ucanaccess,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,249,6db0373a8209ecc5f635e8d963b80ad7e735fca5,improvement,11.0,0,0,0,0,0,https://github.com/spannm/ucanaccess
227,Coreoz_Windmill,4,0,13,0,2,0,6,0,5,0,0,0,maven,False,open source,120,dff3bc5f4b194c263f99eb9c8e8e45de7c94239f,improvement,11.0,0,0,0,0,0,https://github.com/Coreoz/Windmill
231,ngageoint_simple-features-wkb-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,140,48cb9746c757e8df9de62303dc7b4818254eb8a9,no improvement,11.0,0,0,0,0,0,https://github.com/ngageoint/simple-features-wkb-java
232,jzheng2017_resultset-mapper,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,135,f8a701f8f030c283551a0c0c2b4ec181739ac281,no improvement,11.0,0,0,0,0,0,https://github.com/jzheng2017/resultset-mapper
237,brenoepics_at4j,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,115,a85ecb251cfc2e5236bb147bb214ba0facd033d6,no improvement,11.0,0,0,0,0,0,https://github.com/brenoepics/at4j
241,sttp-book_code-examples,2,0,2,0,0,0,1,0,1,0,0,0,maven,False,open source,101,f31fb6331ae730ff762116023cd70a6acdce7274,improvement,11.0,0,0,0,0,0,https://github.com/sttp-book/code-examples
276,devslm_proguard-spring-boot-example,2,2,102,102,10,10,43,43,42,42,7,7,maven,False,open source,759,21bc711df095bcca61efae807149e499b0d1477f,no improvement,11.0,0,0,0,0,0,https://github.com/devslm/proguard-spring-boot-example
334,GuillaumeFalourd_java-training-api,7,7,209,209,20,20,95,95,81,81,13,13,maven,False,open source,1177,e26035fb70646a3ff5a6bf6496a3ccd7be3dd509,no improvement,11.0,0,0,0,0,0,https://github.com/GuillaumeFalourd/java-training-api
338,gurkanucar_spring-boot-webrtc-peer2peer,3,2,100,79,11,10,44,33,40,33,5,3,maven,False,open source,439,f04ff330b8e7bfdda5a285d139cefe95eaf2b849,improvement,11.0,0,0,0,0,0,https://github.com/gurkanucar/spring-boot-webrtc-peer2peer
342,camunda-community-hub_zeebe-worker-java-testutils,2,1,15,14,2,2,7,7,6,5,0,0,maven,False,open source,389,8f2a1f8fdcda6f05af707dc4d7ec084c7084b61e,improvement,11.0,0,0,0,0,0,https://github.com/camunda-community-hub/zeebe-worker-java-testutils
352,ath31st_s21_decimal_starter,2,0,2,0,0,0,2,0,0,0,0,0,maven,False,open source,88,6ff9a5f1a99e94f161f0828fb5640b6017354326,improvement,11.0,0,0,0,0,0,https://github.com/ath31st/s21_decimal_starter
15,albfernandez_juniversalchardet,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,138,4809df3772bb50bc0527af6ad7a6653d9ef196a8,no improvement,11.0,0,0,0,0,0,https://github.com/albfernandez/juniversalchardet
51,xabgesagtx_telegram-spring-boot-starter,3,3,66,27,8,3,26,12,30,11,2,1,maven,False,open source,536,7d1a773ccbe47883fde3a90a4fc1468dc91ccd2f,improvement,11.0,2,0,0,0,0,https://github.com/xabgesagtx/telegram-spring-boot-starter
57,praveensirvi1212_DevSecOps-project,2,1,104,1,10,0,44,0,43,1,7,0,maven,False,open source,130,cf8011475f91173a7bffa1a5c03ec7bf685116dc,improvement,11.0,2,0,0,0,0,https://github.com/praveensirvi1212/DevSecOps-project
66,commoncrawl_cc-webgraph,5,3,240,228,17,15,85,78,105,104,33,31,maven,False,open source,184,23a4aed91110b71623373970d65f798acdf01ade,improvement,11.0,0,1,2,0,0,https://github.com/commoncrawl/cc-webgraph
53,leanstacks_skeleton-ws-spring-boot,12,11,490,488,25,24,144,143,243,243,78,78,maven,False,open source,3111,0e76bb55a045e0c4784d71096a32d340bed20a71,improvement,11.0,1,0,0,0,0,https://github.com/leanstacks/skeleton-ws-spring-boot
76,SelimHorri_project-tracking-system-backend-app,15,14,465,153,36,31,182,65,198,50,49,7,maven,False,open source,1452,b236c3a96c9d2e7afc026a38c4f3572410112b62,improvement,11.0,6,4,0,0,0,https://github.com/SelimHorri/project-tracking-system-backend-app
133,Luncher91_A2LParser,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,95,55d0880e368f75bc683fd273a3e299d5e766e176,no improvement,11.0,0,0,0,0,0,https://github.com/Luncher91/A2LParser
221,analysys_presto-hbase-connector,13,7,357,91,22,13,87,43,174,31,74,4,maven,False,open source,3799,ea7d5c1c62b3f4d572e4edeaf4c8018d8018b999,improvement,11.0,1,2,0,0,0,https://github.com/analysys/presto-hbase-connector
228,52North_jackson-datatype-jts,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,202,b3d5a58916367456bb7d00b19827f53d51498022,improvement,11.0,0,0,1,0,0,https://github.com/52North/jackson-datatype-jts
261,moacirrf_netbeans-markdown,5,1,15,11,0,0,5,3,7,5,3,3,maven,False,open source,798,8760053805f913de08710f51dac1ac5a8c61d4b8,improvement,11.0,0,1,1,0,0,https://github.com/moacirrf/netbeans-markdown
267,botorabi_HomieCenter,7,7,309,309,24,24,156,156,111,111,18,18,maven,False,open source,1617,a8e70b5a6e1046f18656a9be139ef17d2839725f,no improvement,11.0,0,0,0,0,0,https://github.com/botorabi/HomieCenter
269,guohai163_java-sql-web,11,10,166,143,18,18,70,57,72,64,6,4,maven,False,open source,1205,296872c53eefce7a9a0cd32dccf5ab872735d5f2,improvement,11.0,2,0,2,0,0,https://github.com/guohai163/java-sql-web
277,awslabs_kinesis-kafka-connector,4,3,58,21,3,1,27,12,27,7,1,1,maven,False,open source,228,4b70584c74014fc645097a2fd1b9c8e336250d4e,improvement,11.0,1,2,1,0,0,https://github.com/awslabs/kinesis-kafka-connector
271,supaldubey_blog-server,12,12,201,201,10,10,102,102,82,82,7,7,maven,False,open source,7924,7474143d706c0752109d60c6e0235c1191222325,no improvement,11.0,0,0,0,0,0,https://github.com/supaldubey/blog-server
397,jeonjeunghoon_Kculter,11,10,430,205,20,15,101,67,222,101,87,22,maven,False,open source,678,2348d13cc976d4178fd2b070ca7d86c611ecd96a,improvement,11.0,3,1,1,0,0,https://github.com/jeonjeunghoon/Kculter
430,aehrc_fhir-owl,9,5,249,124,13,2,64,19,126,62,46,41,maven,False,open source,562,bf5851071ce877ab22f4830b71a3ee4c66ddd763,improvement,11.0,4,0,2,0,0,https://github.com/aehrc/fhir-owl
443,SelimHorri_hr-management-system,10,10,350,103,26,22,132,44,152,33,40,4,maven,False,open source,529,674b5dcf14ea2925b1451e37d7b6f945f724f613,improvement,11.0,8,1,0,0,0,https://github.com/SelimHorri/hr-management-system
447,cxzero_CVE-2022-42889-text4shell,3,2,81,79,10,10,34,33,33,33,4,3,maven,False,open source,436,18e0da21f2d96af151aa116e2f7900f860074353,improvement,11.0,0,0,0,0,0,https://github.com/cxzero/CVE-2022-42889-text4shell
459,c-guntur_jvms-compare,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,118,e91582f0d6144f73bf57b7056eaf52de2e00818a,improvement,11.0,1,0,0,0,0,https://github.com/c-guntur/jvms-compare
469,eideasy_eideasy-external-pades-digital-signatures,3,1,134,1,13,0,58,0,54,1,9,0,maven,False,open source,108,20d3e524665a96b6daef437b69c77161cf2554cb,improvement,11.0,3,0,0,0,0,https://github.com/eideasy/eideasy-external-pades-digital-signatures
476,mariamihai_spring-security-amigoscode-tutorial,5,5,215,145,16,12,77,61,105,59,17,13,maven,False,open source,722,a23eeb4c60e26d0d33e4f72fa1b85ef74b6bdcff,improvement,11.0,1,1,1,0,0,https://github.com/mariamihai/spring-security-amigoscode-tutorial
477,Arghh_binance-trade-tracker,10,6,228,31,22,8,100,9,87,11,19,3,maven,False,open source,377,2caf6eb107dcfd84c6f462eef34d1d2c048e28a6,improvement,11.0,6,2,0,0,0,https://github.com/Arghh/binance-trade-tracker
484,xxuzhengg_eastmoney,5,4,171,165,16,16,76,75,69,64,10,10,maven,False,open source,902,bc34744bd6b2cf8a6da69ce91bce2d2fb5190239,improvement,11.0,0,1,0,0,0,https://github.com/xxuzhengg/eastmoney
497,ProgrammerZamanNow_belajar-jenkins-pipeline,2,1,61,1,7,0,30,0,22,1,2,0,maven,False,open source,118,f80ad07324518d54358e5a5dc3872b553ecf224b,improvement,11.0,2,0,0,0,0,https://github.com/ProgrammerZamanNow/belajar-jenkins-pipeline
498,aws-samples_msk-config-providers,5,1,35,2,3,0,16,0,16,2,0,0,maven,False,open source,191,7bfc975c355ee474e71fa3ec2b091bfd50363e84,improvement,11.0,1,4,0,0,0,https://github.com/aws-samples/msk-config-providers
499,iwamih31_AccountBook,9,7,170,8,23,6,73,0,71,2,3,0,maven,False,open source,249,583257d018ddd1fd66a6bbd754ede1286a0ab9bc,improvement,11.0,7,1,0,0,0,https://github.com/iwamih31/AccountBook
509,sofieneBK_Hands-on-ci-cd-for-springboot-apps,3,3,113,113,10,10,50,50,46,46,7,7,maven,False,open source,560,93ca91ee344b9e945c2cffc69eca10dd44dd8083,no improvement,11.0,0,0,0,0,0,https://github.com/sofieneBK/Hands-on-ci-cd-for-springboot-apps
520,andrewkkchan_client-ledger-core-db,9,2,263,3,21,0,91,0,126,3,25,0,maven,False,open source,148,482e33ed3873361526d18102e51f1e73875b8440,improvement,11.0,7,1,0,0,0,https://github.com/andrewkkchan/client-ledger-core-db
533,As-12_Spring-boot-example-Send-Email-Template,8,7,165,158,17,17,78,74,61,59,9,8,maven,False,open source,860,bea9ec55f23aa30ba303c2b236d824cab753221a,improvement,11.0,1,0,1,0,0,https://github.com/As-12/Spring-boot-example-Send-Email-Template
554,anicetkeric_aws-cognito-spring-auth-server,4,3,137,98,13,9,58,41,58,41,8,7,maven,False,open source,582,cb8b86c5570949c16011d911ea0edb3849ac470f,improvement,11.0,1,0,1,0,0,https://github.com/anicetkeric/aws-cognito-spring-auth-server
567,max-jang_korea-music-chart-api,4,4,131,131,11,11,60,60,52,52,8,8,maven,False,open source,675,60aa4e21dc248c0a0c4e270c3cce2a8d6aa4f8d9,no improvement,11.0,0,0,0,0,0,https://github.com/max-jang/korea-music-chart-api
571,milpol_gorilla4j,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,76,2a5c21e6d9b0bd29f948b68a170bd9019af58bee,improvement,11.0,0,1,0,0,0,https://github.com/milpol/gorilla4j
579,alexandreaquiles_dibujo,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,88,8ee50a8a6fead8aec13f95c482bdb787f6dc1714,improvement,11.0,0,1,0,0,0,https://github.com/alexandreaquiles/dibujo
582,GCS-ZHN_movie-on-server,3,2,84,58,10,6,34,22,37,27,3,3,maven,False,open source,353,00d3c5a1c966234a5a2ffed4de30c06662c27d19,improvement,11.0,2,0,0,0,0,https://github.com/GCS-ZHN/movie-on-server
607,fireinrain_javbus-telegram-bot,8,2,21,5,3,1,8,2,10,2,0,0,maven,False,open source,225,ac2b7068b47fc9f29e7095e48c42705f8e888299,improvement,11.0,0,6,2,0,0,https://github.com/fireinrain/javbus-telegram-bot
609,koushikkothagal_ipl-dashboard,7,1,209,1,18,0,88,0,91,1,12,0,maven,False,open source,192,9f8ba217b4a6f9b88a3c22d8a19496677bbba4b5,improvement,11.0,6,1,0,0,0,https://github.com/koushikkothagal/ipl-dashboard
612,dmatik_oref-alerts-proxy-ms,5,4,121,104,12,10,52,44,49,43,8,7,maven,False,open source,770,8035d86838c1654583fcdbff15470d8d3c840520,improvement,11.0,1,0,0,0,0,https://github.com/dmatik/oref-alerts-proxy-ms
620,x-USantaTecla-project-ustUML_back-spring,11,5,386,29,27,3,142,17,174,7,43,2,maven,False,open source,374,16306d9300cd49a6c87b8315045db55592d4e359,improvement,11.0,9,2,0,0,0,https://github.com/x-USantaTecla-project-ustUML/back-spring
622,SnkSynthesis_voxel-game,1,1,2,2,0,0,2,2,0,0,0,0,maven,False,open source,500,22c7f152746626645549371ae8ebb16d2b17754c,no improvement,11.0,0,0,0,0,0,https://github.com/SnkSynthesis/voxel-game
623,code-it-team_gotcha-be,14,9,465,217,29,13,155,71,213,101,68,32,maven,False,open source,976,2fd964881a3012ecb99fa58b0406d3fddff17811,improvement,11.0,7,1,0,0,0,https://github.com/code-it-team/gotcha-be
624,coding-parrot_chess-engine,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,63,676266cccd1b06e4d7c7367fe83c281e7cee40ed,no improvement,11.0,0,0,0,0,0,https://github.com/coding-parrot/chess-engine
625,nishihatapalmer_TreeTable,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,83,bac388308f28f14cfebc85449c36fc4af0f05b76,no improvement,11.0,0,0,0,0,0,https://github.com/nishihatapalmer/TreeTable
629,gavinklfong_stream-api-exercises,5,1,150,1,14,0,64,0,61,1,11,0,maven,False,open source,148,ca14b6f438ac9d58911b635a26fc0591fa2ad8e8,improvement,11.0,5,0,0,0,0,https://github.com/gavinklfong/stream-api-exercises
635,DevUpgrade-online_season-2,8,3,196,3,17,2,84,0,79,1,16,0,maven,False,open source,204,2b3776697d382422a799da41b0abdfddb9dbd9e0,improvement,11.0,7,0,1,0,0,https://github.com/DevUpgrade-online/season-2
639,obrunodelgado_camelboilerplate,11,9,315,242,32,26,141,106,126,100,16,10,maven,False,open source,1907,9a8c066bcd70e416490e8ad8a941a27b0e3e820a,improvement,11.0,2,3,0,0,0,https://github.com/obrunodelgado/camelboilerplate
641,SirSkaro_pokeapi-reactor,6,1,150,1,12,0,75,0,57,1,6,0,maven,False,open source,135,d6d372b482e16963588ff6780519923e9b9dbd78,improvement,11.0,5,1,0,0,0,https://github.com/SirSkaro/pokeapi-reactor
653,BestSolution-at_mac-codesigner,3,0,58,0,3,0,21,0,32,0,2,0,maven,False,open source,152,3e0fe0c0c3376765befc41ea2e81beb455402b14,improvement,11.0,2,0,1,0,0,https://github.com/BestSolution-at/mac-codesigner
655,schauder_talk-beyond,5,3,95,57,10,6,44,28,36,21,5,2,maven,False,open source,568,d95ece4a850a08c5dd0e715a77374b4415ec805e,improvement,11.0,2,0,0,0,0,https://github.com/schauder/talk-beyond
657,NewbieOrange_SUSTech-SQL-Project2-Public,3,1,18,6,1,0,7,4,9,2,1,0,maven,False,open source,165,3065f4f6bcdff9ff4f811673f81aaa83502f4a5b,improvement,11.0,0,2,0,0,0,https://github.com/NewbieOrange/SUSTech-SQL-Project2-Public
658,birdiecare_connect-smts,3,3,10,8,1,1,5,3,4,4,0,0,maven,False,open source,151,6322f07cf77ca583056aa9ab621288e6e60ff582,improvement,11.0,0,2,0,0,0,https://github.com/birdiecare/connect-smts
660,Online-Job-Portal-CG_Backend,9,8,236,145,23,22,111,57,88,60,14,6,maven,False,open source,724,f8e7a3fedd9496d722921c9c37e458b416fae4c7,improvement,11.0,6,0,0,0,0,https://github.com/Online-Job-Portal-CG/Backend
662,juliengalet_reactor-flow,1,0,1,0,0,0,0,0,1,0,0,0,maven,False,open source,101,c1475604b3a2dc5cb365722880f409b95c6d28a2,improvement,11.0,0,1,0,0,0,https://github.com/juliengalet/reactor-flow
664,MichelliBrito_springboot-azure,3,1,126,1,11,0,59,0,49,1,7,0,maven,False,open source,110,5aa5266f2601936cf6707fea884a05f496c58d48,improvement,11.0,3,0,0,0,0,https://github.com/MichelliBrito/springboot-azure
666,gnu-gnu_spring-kafka-example,7,3,241,7,20,0,107,1,99,6,15,0,maven,False,open source,126,aa076e7db8d8975df76d08fc4d8f82a720b90f4c,improvement,11.0,7,0,0,0,0,https://github.com/gnu-gnu/spring-kafka-example
677,Ashish2030_Swagger_Static_Website,5,5,222,92,15,13,69,36,106,39,32,4,maven,False,open source,472,b88699c7b1a35aad5d3780528059e6fc985e2f6f,improvement,11.0,4,1,0,0,0,https://github.com/Ashish2030/Swagger_Static_Website
679,monodot_hello-java-spring-boot,2,1,104,1,10,0,44,0,43,1,7,0,maven,False,open source,94,865fbe04b9a9136bcf58f181b80e45cd64db2665,improvement,11.0,2,0,0,0,0,https://github.com/monodot/hello-java-spring-boot
685,SelimHorri_upload-download-files-over-http,3,1,118,1,11,0,50,0,49,1,8,0,maven,False,open source,115,8718fcac1f8feee470457a1379b2c8730e8abdaa,improvement,11.0,3,0,0,0,0,https://github.com/SelimHorri/upload-download-files-over-http
687,acenelio_aula-camadas,6,1,203,1,17,0,86,0,80,1,20,0,maven,False,open source,130,c874dbcdccca99f23367561c3f8f00f412863738,improvement,11.0,6,0,0,0,0,https://github.com/acenelio/aula-camadas
691,ivanjakimovski_spring-boot-pdf-generator,2,2,104,72,10,6,44,28,43,32,7,6,maven,False,open source,395,7011588f334175847a94d645ad0ba52cb2ed33c9,improvement,11.0,1,0,0,0,0,https://github.com/ivanjakimovski/spring-boot-pdf-generator
698,projectdiscovery_nuclei-burp-plugin,1,1,1,1,0,0,0,0,1,1,0,0,maven,False,open source,86,979753430e9b04463e3760583f664589bb6bb166,no improvement,11.0,0,0,0,0,0,https://github.com/projectdiscovery/nuclei-burp-plugin
710,getindata_flink-http-connector,12,9,89,28,7,0,46,10,36,18,0,0,maven,False,open source,299,bc340abe08c54a79f7153e554008b061724505dd,improvement,11.0,7,3,0,0,0,https://github.com/getindata/flink-http-connector
717,alexandermakeev_toy-language,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,81,a837d7ca132eaa9cf259aee262c9dd112cb79da8,improvement,11.0,0,1,0,0,0,https://github.com/alexandermakeev/toy-language
721,schambon_SimRunner,5,4,18,13,2,0,10,7,6,6,0,0,maven,False,open source,359,10daefcf9c57be6775ccc87a4aa782513e39a02a,improvement,11.0,0,2,0,0,0,https://github.com/schambon/SimRunner
733,JavaMoney_jakarta-money,1,0,1,0,0,0,1,0,0,0,0,0,maven,False,open source,100,2daa32c9fe57cac1d23ec3a7b2663394c3af9b5d,improvement,11.0,1,0,0,0,0,https://github.com/JavaMoney/jakarta-money
738,ozifirebrand_printHia,7,3,137,9,14,0,49,0,64,7,10,2,maven,False,open source,431,5db9ced25d63d2bde263bb359901179628ea3963,improvement,11.0,5,0,0,0,0,https://github.com/ozifirebrand/printHia
748,drasyl_netty-tun,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,74,7b7cff87936130eab5cd5d99e21f3321c2e36766,no improvement,11.0,0,0,0,0,0,https://github.com/drasyl/netty-tun
749,FlowingCode_GridHelpers,6,6,114,85,4,4,40,38,69,42,1,1,maven,False,open source,1450,816cf173cd60f552686b616f0194ac4bdf8fddcd,improvement,11.0,0,2,0,0,0,https://github.com/FlowingCode/GridHelpers
750,Le36_chip36,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,638,7bdda9e9e378430d1eced68e10636523c70316e0,no improvement,11.0,0,0,0,0,0,https://github.com/Le36/chip36
755,ZenWave360_json-schema-ref-parser-jvm,4,1,10,1,2,0,6,1,1,0,1,0,maven,False,open source,129,e36f545f6b67866aad6b66323601f315c49c06e0,improvement,11.0,0,4,0,0,0,https://github.com/ZenWave360/json-schema-ref-parser-jvm
764,Youngerjesus_refactoring-2nd-edition,2,1,61,1,7,0,30,0,22,1,2,0,maven,False,open source,121,5723cbf93dbb11e95df73a40c27512c0948e0e8a,improvement,11.0,2,0,0,0,0,https://github.com/Youngerjesus/refactoring-2nd-edition
771,ecovaci_winfoom,9,5,99,65,12,8,43,32,39,24,5,1,maven,False,open source,635,671c931f233ea9c60e0d538b2f5adcc1f0791958,improvement,11.0,1,4,0,0,0,https://github.com/ecovaci/winfoom
772,marhali_json5-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,False,open source,92,d220224342fac20d9636fe37b6379afe2faef53e,no improvement,11.0,0,0,0,0,0,https://github.com/marhali/json5-java
776,yoandypv_todo-api,6,6,229,103,17,15,68,38,110,44,34,6,maven,False,open source,450,274053972ff59444f977a6d66555b7f0a8a0971f,improvement,11.0,4,1,0,0,0,https://github.com/yoandypv/todo-api
