project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
simplyi_NewSpringAuthorizationServer,native+kex,84.57,0.0,3,18,7,54,2,17,success,maven_returncode=0
