project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
iwamih31_AccountBook,native+kex+evosuite,72.67,51.79,172,554,533,1615,53,312,success,maven_returncode=0
