project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
awslabs_kinesis-kafka-connector,native+kex,0.0,0.0,141,141,427,427,50,50,success,maven_returncode=0
