project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
GSMgeeth_medium-coffeeshop-sample,native,27.08,0.0,72,87,144,208,57,72,success,maven_returncode=0
