project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
strategyengine_fsedistributionservice,native+kex+evosuite,42.8,21.91,1635,3104,2220,2918,317,1475,success,maven_returncode=0
