project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
RTBHOUSE_kafka-workers,native,65.33,52.87,370,858,624,2008,166,509,success,maven_returncode=0
