project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
cfrasinaru_Graph4J,evosuite,21.2,17.19,4589,5821,10276,13189,1539,2299,success,maven_returncode=0
