project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
nishihatapalmer_TreeTable,native+kex,29.07,16.41,719,1006,1401,2092,225,477,success,maven_returncode=0
