project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
jeonjeunghoon_Kculter,native+kex+evosuite,40.06,13.94,135,441,632,1369,62,358,success,maven_returncode=0
