project,mode,instruction_coverage,branch_coverage,complexity_missed,complexity_total,lines_missed,lines_total,methods_missed,methods_total,status,details
olein_Java-AWS-RnD,native+kex,36.53,0.0,20,47,75,125,18,45,success,maven_returncode=0
